Configuration,Term,J,"Level 
 (cm-1)","Uncertainty 
 (cm-1)",Landé-g,Leading percentages,,,,,,,Reference
,,5/2,103 172.173,0.004,,97,,,,,,,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D4)4f,2[5]°,11/2,102 831.393,0.004,,56,3d6(5D)4f,6G°,,39,3d6(5D)4f,6F°,"L18349,L18361c138"
,,9/2,102 851.394,0.004,,32,3d6(5D)4f,6F°,,32,3d6(5D)4f,6G°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D4)4f,2[6]°,13/2,102 840.320,0.004,,87,3d6(5D)4f,6G°,,10,3d6(5D)4f,6H°,"L18349,L18361c138"
,,11/2,102 893.426,0.004,,76,3d6(5D)4f,4G°,,14,3d6(5D)4f,4H°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D4)4f,2[4]°,9/2,102 882.424,0.004,,34,3d6(5D)4f,4F°,,27,3d6(5D)4f,4G°,"L18349,L18361c138"
,,7/2,102 887.172,0.004,,29,3d6(5D)4f,6F°,,25,3d6(5D)4f,4F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D4)4f,2[3]°,7/2,102 942.256,0.004,,29,3d6(5D)4f,4F°,,29,3d6(5D)4f,6D°,"L18349,L18361c138"
,,5/2,102 952.170,0.004,,28,3d6(5D)4f,6F°,,24,3d6(5D)4f,6D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2I)4s4p(3P°),4I°,11/2,102 980.30,0.02,,80,3d54s(3I)4p,4I°,,16,3d54s(3I)4p,4K°,"L18349,L18361c138"
,,13/2,103 121.00,0.10,,71,3d54s(3I)4p,4I°,,26,3d54s(3I)4p,4K°,"L18349,L18361c138"
,,15/2,103 232.372,0.004,,67,3d54s(3I)4p,4I°,,32,3d54s(3I)4p,4K°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)4d,4D,5/2,103 002.660,0.004,,28,,,,25,3d6(3P2)4d,4P,"L18349,L18361c138"
,,7/2,103 102.849,0.004,,23,3d6(3P2)4d,4F,,16,3d6(3P2)4d,4D,"L18349,L18361c138"
,,1/2,103 804.125,0.004,,43,,,,29,3d6(3P1)4d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D4)4f,2[7]°,13/2,103 019.688,0.004,,87,3d6(5D)4f,4H°,,12,3d6(5D)4f,6H°,"L18349,L18361c138"
,,15/2,103 040.370,0.004,,100,3d6(5D)4f,6H°,,,,,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D4)4f,2[2]°,5/2,103 024.341,0.004,,26,3d6(5D)4f,6D°,,25,3d6(5D)4f,4F°,"L18349,L18361c138"
,,3/2,103 034.819,0.004,,34,3d6(5D)4f,6D°,,18,3d6(5D)4f,6F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d54s(7S)5s,8S,7/2,103 094.888,0.008,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)4f,2[1]°,3/2,103 110.835,0.004,,37,3d6(5D)4f,6P°,,27,3d6(5D)4f,4D°,"L18349,L18361c138"
,,1/2,103 125.717,0.004,,49,3d6(5D)4f,4P°,,23,3d6(5D)4f,6D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)4d,4F,9/2,103 165.320,0.004,,47,,,,28,3d6(3P1)4d,4F,"L18349,L18361c138"
,,7/2,104 107.939,0.004,,33,3d6(3H)4d,2F,,25,3d6(5D)5d,4F,"L18349,L18361c138"
,,5/2,104 569.226,0.004,,14,3d6(3P2)4d,2D,,13,3d6(5D)5d,4F,"L18349,L18361c138"
,,3/2,104 572.924,0.004,,23,3d6(5D)5d,4F,,16,3d6(3P2)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(4D)4s4p(3P°),2F°,7/2,103 183.69,0.02,,91,3d5(4D)4s(3D)4p,2F°,,3,3d5(4G)4s(3G)4p,2F°,"L18349,L18361c138"
,,5/2,103 334.14,0.03,,88,3d5(4D)4s(3D)4p,2F°,,2,3d5(4P)4s(3P)4p,2D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)4d,2F,7/2,103 191.968,0.004,,27,,,,24,3d6(3P2)4d,4D,"L18349,L18361c138"
,,5/2,103 597.409,0.004,,15,3d6(3P2)4d,4F,,14,3d6(3P2)4d,2F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[5]°,11/2,103 325.974,0.004,,51,3d6(5D)4f,6F°,,27,3d6(5D)4f,6G°,"L18349,L18361c138"
,,9/2,103 352.723,0.004,,34,3d6(5D)4f,4F°,,33,3d6(5D)4f,4G°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[4]°,9/2,103 326.445,0.004,,45,3d6(5D)4f,6G°,,31,3d6(5D)4f,6D°,"L18349,L18361c138"
,,7/2,103 340.699,0.004,,51,3d6(5D)4f,6G°,,23,3d6(5D)4f,6D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[3]°,5/2,103 364.897,0.004,,44,3d6(5D)4f,6G°,,16,3d6(5D)4f,6F°,"L18349,L18361c138"
,,7/2,103 385.785,0.004,,47,3d6(5D)4f,4G°,,26,3d6(5D)4f,4D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[2]°,3/2,103 391.352,0.004,,32,3d6(5D)4f,6F°,,29,3d6(5D)4f,6G°,"L18349,L18361c138"
,,5/2,103 406.327,0.004,,26,3d6(5D)4f,4G°,,20,3d6(5D)4f,4F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[1]°,3/2,103 417.935,0.004,,41,3d6(5D)4f,4F°,,24,3d6(5D)4f,6P°,"L18349,L18361c138"
,,1/2,103 437.327,0.004,,41,3d6(5D)4f,6F°,,32,3d6(5D)4f,4D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[0]°,1/2,103 418.280,0.004,,49,3d6(5D)4f,6D°,,23,3d6(5D)4f,4P°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D3)4f,2[6]°,11/2,103 420.207,0.004,,54,3d6(5D)4f,4H°,,26,3d6(5D)4f,6H°,"L18349,L18361c138"
,,13/2,103 421.213,0.004,,78,3d6(5D)4f,6H°,,12,3d6(5D)4f,6G°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,4G,11/2,103 600.428,0.004,,90,,,,5,3d6(3F2)4d,4G,"L18349,L18361c138"
,,9/2,103 771.342,0.004,,81,,,,6,3d6(3F2)4d,4G,"L18349,L18361c138"
,,7/2,103 921.637,0.004,,76,,,,7,3d6(3F2)4d,4G,"L18349,L18361c138"
,,5/2,104 042.692,0.004,,68,,,,8,3d6(3H)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)5s,e 2G,9/2,103 608.921,0.004,,92,,,,4,3d6(3G)5s,4G,"L18349,L18361c138"
,,7/2,103 983.496,0.004,,87,,,,9,3d6(3H)4d,4H,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,4H,13/2,103 617.577,0.004,,91,,,,5,3d6(3H)4d,4I,"L18349,L18361c138"
,,11/2,103 751.672,0.004,,89,,,,6,3d6(3H)4d,4I,"L18349,L18361c138"
,,9/2,103 874.261,0.004,,91,,,,4,3d6(3H)4d,4I,"L18349,L18361c138"
,,7/2,103 986.338,0.004,,82,,,,8,3d6(3G)5s,2G,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,4K,17/2,103 644.766,0.004,,100,,,,,,,"L18349,L18361c138"
,,15/2,103 706.526,0.004,,74,,,,18,3d6(3H)4d,4I,"L18349,L18361c138"
,,13/2,103 832.057,0.004,,68,,,,22,3d6(3H)4d,4I,"L18349,L18361c138"
,,11/2,103 973.782,0.004,,69,,,,23,3d6(3H)4d,4I,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D2)4f,2[2]°,3/2,103 645.256,0.004,,51,3d6(5D)4f,6G°,,18,3d6(5D)4f,4F°,"L18349,L18361c138"
,,5/2,103 661.038,0.004,,35,3d6(5D)4f,6G°,,17,3d6(5D)4f,6P°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D2)4f,2[1]°,3/2,103 668.762,0.004,,30,3d6(5D)4f,6D°,,28,3d6(5D)4f,6F°,"L18349,L18361c138"
,,1/2,103 676.286,0.004,,40,3d6(5D)4f,4D°,,31,3d6(5D)4f,6F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D2)4f,2[3]°,7/2,103 676.848,0.004,,33,3d6(5D)4f,6F°,,19,3d6(5D)4f,6G°,"L18349,L18361c138"
,,5/2,103 698.515,0.004,,41,3d6(5D)4f,4G°,,20,3d6(5D)4f,4F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D2)4f,2[5]°,9/2,103 680.689,0.004,,31,3d6(5D)4f,6D°,,30,3d6(5D)4f,4H°,"L18349,L18361c138"
,,11/2,103 691.094,0.004,,60,3d6(5D)4f,6H°,,19,3d6(5D)4f,4H°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,4F,9/2,103 683.078,0.004,,58,,,,28,3d6(3H)4d,4F,"L18349,L18361c138"
,,7/2,103 814.552,0.004,,42,3d6(3H)4d,4F,,27,3d6(5D)5d,4F,"L18349,L18361c138"
,,5/2,104 023.921,0.004,,29,3d6(3H)4d,4F,,23,3d6(3H)4d,2F,"L18349,L18361c138"
,,3/2,106 846.649,0.004,,33,3d6(3G)4d,4F,,14,3d6(3H)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D2)4f,2[4]°,9/2,103 701.778,0.004,,40,3d6(5D)4f,6H°,,20,3d6(5D)4f,4G°,"L18349,L18361c138"
,,7/2,103 711.610,0.004,,40,3d6(5D)4f,4D°,,26,3d6(5D)4f,4F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D1)4f,2[2]°,5/2,103 857.804,0.004,,31,3d6(5D)4f,6D°,,24,3d6(5D)4f,6P°,"L18349,L18361c138"
,,3/2,103 869.046,0.004,,37,3d6(5D)4f,4D°,,30,3d6(5D)4f,4P°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D1)4f,2[4]°,9/2,103 874.040,0.004,,46,3d6(5D)4f,6H°,,29,3d6(5D)4f,4H°,"L18349,L18361c138"
,,7/2,103 882.740,0.004,,37,3d6(5D)4f,6H°,,31,3d6(5D)4f,4H°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,4I,15/2,103 878.370,0.004,,70,,,,21,3d6(3H)4d,2K,"L18349,L18361c138"
,,13/2,104 064.664,0.004,,66,,,,24,3d6(3H)4d,4K,"L18349,L18361c138"
,,11/2,104 174.285,0.004,,65,,,,28,3d6(3H)4d,4K,"L18349,L18361c138"
,,9/2,104 192.487,0.004,,89,,,,3,3d6(3H)4d,4H,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,6F,11/2,103 936.602,0.004,,94,,,,6,3d6(5D)5d,6G,"L18349,L18361c138"
,,9/2,103 950.602,0.004,,51,,,,47,3d6(5D)5d,6D,"L18349,L18361c138"
,,7/2,104 380.941,0.004,,39,,,,35,3d6(5D)5d,6P,"L18349,L18361c138"
,,5/2,104 426.460,0.004,,16,,,,16,3d6(5D)5d,6P,"L18349,L18361c138"
,,3/2,104 630.429,0.004,,48,,,,25,3d6(5D)5d,6P,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(4P)4s4p(3P°),2S°,1/2,103 967.555,0.011,,91,3d5(4P)4s(3P)4p,2S°,,2,3d6(3P1)4p,2S°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D1)4f,2[3]°,7/2,103 969.814,0.004,,35,3d6(5D)4f,6H°,,33,3d6(5D)4f,4H°,"L18349,L18361c138"
,,5/2,103 988.001,0.004,,87,3d6(5D)4f,6H°,,5,3d6(5D)4f,4P°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,6P,7/2,104 000.810,0.004,,49,3d6(5D)5d,6D,,24,3d6(5D)5d,6F,"L18349,L18361c138"
,,5/2,104 120.244,0.004,,37,3d6(5D)5d,6D,,26,3d6(5D)5d,6P,"L18349,L18361c138"
,,3/2,104 863.080,0.004,,48,3d6(5D)5d,6D,,23,3d6(5D)5d,6P,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D0)4f,2[3]°,7/2,104 022.961,0.004,,39,3d6(5D)4f,6P°,,19,3d6(5D)4f,6D°,"L18349,L18361c138"
,,5/2,104 046.419,0.004,,54,3d6(5D)4f,4P°,,26,3d6(5D)4f,4D°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,2K,15/2,104 119.740,0.004,,73,,,,16,3d6(3H)4d,4K,"L18349,L18361c138"
,,13/2,104 315.373,0.004,,72,,,,18,3d6(3H)4d,2I,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,4F,3/2,104 189.382,0.004,,51,3d6(3H)4d,4F,,28,3d6(5D)5d,4F,"L18349,L18361c138"
,,5/2,104 507.058,0.004,,32,3d6(5D)5d,6F,,16,3d6(5D)5d,6P,"L18349,L18361c138"
,,7/2,105 220.610,0.004,,34,3d6(3F2)4d,4D,,17,3d6(3F2)4d,4F,"L18349,L18361c138"
,,9/2,106 722.187,0.004,,21,3d6(3G)4d,4F,,15,3d6(3H)4d,2H,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,2F,5/2,104 209.618,0.004,,14,3d6(5D)5d,4F,,13,3d6(3H)4d,2F,"L18349,L18361c138"
,,7/2,104 481.606,0.004,,14,,,,12,3d6(3P2)4d,2F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,6G,13/2,104 366.802,0.004,,100,,,,,,,"L18349,L18361c138"
,,11/2,104 593.292,0.004,,61,,,,36,3d6(5D)5d,4G,"L18349,L18361c138"
,,9/2,104 868.522,0.004,,55,,,,16,3d6(5D)5d,4G,"L18349,L18361c138"
,,7/2,105 065.627,0.004,,80,,,,9,3d6(5D)5d,4G,"L18349,L18361c138"
,,5/2,105 205.808,0.004,,88,,,,5,3d6(5D)5d,6F,"L18349,L18361c138"
,,3/2,105 288.559,0.004,,89,,,,2,3d6(5D)5d,6F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,6D,9/2,104 411.671,0.004,,50,,,,40,3d6(5D)5d,6F,"L18349,L18361c138"
,,3/2,104 588.729,0.004,,48,,,,24,3d6(5D)5d,6P,"L18349,L18361c138"
,,7/2,104 705.411,0.004,,35,3d6(5D)5d,4D,,28,3d6(5D)5d,6D,"L18349,L18361c138"
,,1/2,104 757.143,0.004,,55,3d6(5D)5d,6F,,42,3d6(5D)5d,6D,"L18349,L18361c138"
,,5/2,104 828.163,0.004,,42,,,,15,3d6(5D)5d,6P,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2D3)4s4p(3P°),4F°,3/2,104 505.359,0.004,,40,3d5(2D3)4s(3D)4p,4F°,,35,3d5(2F1)4s(3F)4p,4F°,"L18349,L18361c138"
,,9/2,105 407.78,0.03,,40,3d5(2D3)4s(3D)4p,4F°,,35,3d5(2F1)4s(3F)4p,4F°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,2I,13/2,104 622.308,0.004,,77,,,,18,3d6(3H)4d,2K,"L18349,L18361c138"
,,11/2,104 765.459,0.004,,80,,,,8,3d6(3F2)4d,4G,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2I)4s4p(3P°),4H°,13/2,104 659.146,0.004,,89,3d54s(3I)4p,4H°,,,,,"L18349,L18361c138"
,,11/2,104 816.702,0.007,,87,3d54s(3I)4p,4H°,,,,,"L18349,L18361c138"
,,9/2,104 937.71,0.02,,87,3d54s(3I)4p,4H°,,,,,"L18349,L18361c138"
,,7/2,105 028.537,0.004,,88,3d54s(3I)4p,4H°,,4,3d5(2G2)4s(3G)4p,4H°,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)4d,2P,1/2,104 736.462,0.004,,36,,,,21,3d6(3P1)4d,2P,"L18349,L18361c138"
,,3/2,105 317.400,0.004,,47,3d6(3F2)4d,4D,,12,3d6(3F1)4d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,4P,5/2,104 739.057,0.004,,23,3d6(5D)5d,4D,,23,3d6(5D)5d,4P,"L18349,L18361c138"
,,3/2,104 839.990,0.004,,34,3d6(5D)5d,4P,,19,3d6(5D)5d,4D,"L18349,L18361c138"
,,1/2,105 086.265,0.004,,40,3d6(5D)5d,4P,,30,3d6(5D)5d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,2G,9/2,104 807.215,0.004,,64,,,,9,3d6(3F2)4d,2G,"L18349,L18361c138"
,,7/2,105 123.005,0.004,,48,,,,8,3d6(3F2)4d,4G,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,4G,11/2,104 863.432,0.004,,63,,,,33,3d6(5D)5d,6G,"L18349,L18361c138"
,,9/2,105 211.079,0.004,,73,,,,14,3d6(5D)5d,6G,"L18349,L18361c138"
,,7/2,105 449.557,0.004,,86,,,,7,3d6(5D)5d,6G,"L18349,L18361c138"
,,5/2,105 630.764,0.004,,94,,,,3,3d6(5D)5d,6G,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)5d,4D,7/2,104 873.232,0.004,,50,,,,18,3d6(5D)5d,6D,"L18349,L18361c138"
,,5/2,105 127.773,0.004,,42,,,,15,3d6(3F2)4d,4D,"L18349,L18361c138"
,,3/2,105 230.291,0.004,,60,,,,8,3d6(5D)5d,4S,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,4F,9/2,104 916.552,0.004,,35,3d6(3F2)4d,4F,,18,3d6(5D)5d,6G,"L18349,L18361c138"
,,3/2,105 518.142,0.004,,20,3d6(3F2)4d,4F,,10,3d6(3F2)4d,4D,"L18349,L18361c138"
,,7/2,106 767.226,0.004,,39,3d6(3F2)4d,2G,,13,3d6(3G)4d,4F,"L18349,L18361c138"
,,5/2,106 866.770,0.004,,28,3d6(3G)4d,4F,,15,3d6(3H)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,4D,7/2,104 993.879,0.004,,31,,,,25,3d6(3H)4d,2G,"L18349,L18361c138"
,,5/2,105 379.425,0.004,,30,3d6(3F2)4d,4G,,24,3d6(3F2)4d,4D,"L18349,L18361c138"
,,3/2,105 460.233,0.004,,27,3d6(3F2)4d,4F,,13,3d6(3F2)4d,4D,"L18349,L18361c138"
,,1/2,105 477.924,0.005,,78,,,,20,3d6(3F1)4d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,4G,11/2,105 063.561,0.004,,57,,,,18,3d6(3F1)4d,4G,"L18349,L18361c138"
,,9/2,105 155.093,0.004,,55,,,,17,3d6(3F1)4d,4G,"L18349,L18361c138"
,,7/2,105 291.014,0.004,,51,,,,15,3d6(3F1)4d,4G,"L18349,L18361c138"
,,5/2,105 414.186,0.004,,27,,,,20,3d6(3F2)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)4d,4P,5/2,105 234.246,0.004,,11,3d6(3P2)4d,2F,,11,3d6(3F2)4d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)4d,2D,5/2,105 238.815,0.004,,19,3d6(3F2)4d,4D,,17,3d6(3F2)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,4H,13/2,105 288.874,0.004,,73,,,,20,3d6(3F1)4d,4H,"L18349,L18361c138"
,,11/2,105 398.876,0.004,,64,,,,17,3d6(3F1)4d,4H,"L18349,L18361c138"
,,9/2,105 524.482,0.004,,68,,,,17,3d6(3F1)4d,4H,"L18349,L18361c138"
,,7/2,105 589.674,0.004,,69,,,,17,3d6(3F1)4d,4H,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,2H,11/2,105 763.286,0.004,,45,,,,28,3d6(3H)4d,2H,"L18349,L18361c138"
,,9/2,106 097.530,0.004,,54,3d6(3F2)4d,2H,,22,3d6(3H)4d,2H,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)4d,2F,7/2,105 775.517,0.004,,59,,,,18,3d6(3F1)4d,2F,"L18349,L18361c138"
,,5/2,106 208.574,0.004,,58,,,,17,3d6(3F1)4d,2F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)4d,2H,9/2,106 018.682,0.004,,33,3d6(3H)4d,2H,,21,3d6(3F2)4d,2H,"L18349,L18361c138"
,,11/2,106 045.712,0.004,,49,,,,24,3d6(3F2)4d,2H,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(4D)4s4p(3P°),2P°,1/2,106 120.45,0.02,,60,3d5(4D)4s(3D)4p,2P°,,13,3d5(4P)4s(3P)4p,2P°,L18349c137
,,3/2,106 398.405,0.005,,59,3d5(4D)4s(3D)4p,2P°,,15,3d5(4P)4s(3P)4p,2P°,L18349c137
,,,,,,,,,,,,,
3d5(2I)4s4p(3P°),2K°,13/2,106 183.228,0.004,,72,3d5(2I)4s(1I)4p,2K°,,26,3d5(2I)4s(3I)4p,2K°,L18349c137
,,,,,,,,,,,,,
3d5(4F)4s4p(3P°),6F°,5/2,106 279.329,0.004,,56,3d54s(5F)4p,6F°,,17,3d5(2D3)4s(3D)4p,4P°,L18349c137
,,1/2,106 476.196,0.009,,59,3d54s(5F)4p,6F°,,14,3d5(4D)4s(3D)4p,2P°,L18349c137
,,7/2,106 478.067,0.004,,66,3d54s(5F)4p,6F°,,9,3d54s(5F)4p,6D°,L18349c137
,,3/2,106 481.329,0.010,,58,3d54s(5F)4p,6F°,,11,3d5(2D3)4s(3D)4p,4D°,L18349c137
,,9/2,106 624.631,0.004,,59,3d54s(5F)4p,6F°,,20,3d6(5D)6p,6D°,L18349c137
,,11/2,106 649.452,0.004,,66,3d54s(5F)4p,6F°,,28,3d6(5D)6p,6F°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6p,6D°,9/2,106 361.238,0.004,,67,3d6(5D)6p,6D°,,17,3d54s(5F)4p,6F°,L18349c137
,,7/2,106 608.565,0.004,,63,3d6(5D)6p,6D°,,11,3d6(5D)6p,6P°,L18349c137
,,5/2,106 814.180,0.004,,60,3d6(5D)6p,6D°,,7,3d54s(5F)4p,6D°,L18349c137
,,3/2,107 044.220,0.004,,27,3d6(5D)6p,6D°,,13,3d6(5D)6p,4F°,L18349c137
,,1/2,107 283.770,0.004,,64,3d6(5D)6p,6D°,,10,3d5(2D3)4s(3D)4p,4D°,L18349c137
,,,,,,,,,,,,,
3d5(6S)4p2,8P,5/2,106 405.326,0.005,,100,,,,,,,"L18349,L18361c138"
,,7/2,106 836.190,0.005,,100,,,,,,,"L18349,L18361c138"
,,9/2,107 219.778,0.005,,99,,,,,,,"L18349,L18361c138"
,,,,,,,,,,,,,
3d54s(7S)4d,6D,9/2,106 501.029,0.004,,58,3d54s(7S)4d,6D,,33,3d5(6S)4p2,6D,"L18349,L18361c138"
,,7/2,106 520.612,0.004,,56,3d54s(7S)4d,6D,,33,3d5(6S)4p2,6D,"L18349,L18361c138"
,,3/2,106 632.487,0.004,,58,3d54s(7S)4d,6D,,34,3d5(6S)4p2,6D,"L18349,L18361c138"
,,1/2,106 636.942,0.005,,60,3d54s(7S)4d,6D,,35,3d5(6S)4p2,6D,"L18349,L18361c138"
,,5/2,106 654.923,0.004,,57,3d54s(7S)4d,6D,,33,3d5(6S)4p2,6D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2D3)4s4p(3P°),4P°,5/2,106 592.294,0.004,,35,3d5(2D3)4s(3D)4p,4P°,,18,3d54s(5F)4p,6F°,L18349c137
,,3/2,106 841.688,0.010,,31,3d5(2D3)4s(3D)4p,4P°,,19,3d54s(5F)4p,6F°,L18349c137
,,,,,,,,,,,,,
3d54s(7S)5s,6S,5/2,106 593.657,0.004,,,,,,,,,L18349
,,,,,,,,,,,,,
3d5(2I)4s4p(3P°),2H°,11/2,106 690.358,0.004,,56,3d5(2I)4s(1I)4p,2H°,,25,3d5(2I)4s(3I)4p,2H°,L18349c137
,,9/2,107 006.684,0.006,,56,3d5(2I)4s(1I)4p,2H°,,27,3d5(2I)4s(3I)4p,2H°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6p,4F°,9/2,106 709.008,0.004,,77,3d6(5D)6p,4F°,,5,3d6(5D)6p,6F°,L18349c137
,,7/2,107 165.760,0.004,,36,3d6(5D)6p,4F°,,27,3d6(5D)6p,4D°,L18349c137
,,3/2,107 736.321,0.004,,30,3d6(5D)6p,4P°,,13,3d6(5D)6p,4F°,L18349c137
,,,,,,,,,,,,,
3d6(5D)5d,4P,5/2,106 796.679,0.004,,32,,,,26,3d6(3F2)4d,4P,"L18349,L18361c138"
,,3/2,107 065.951,0.004,,37,,,,34,3d6(3F2)4d,4P,"L18349,L18361c138"
,,1/2,107 176.093,0.004,,39,3d6(3F2)4d,4P,,36,3d6(5D)5d,4P,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(5D)6p,4D°,7/2,106 863.620,0.004,,27,3d6(5D)6p,4F°,,20,3d6(5D)6p,4D°,L18349c137
,,3/2,107 498.510,0.004,,46,3d6(5D)6p,4D°,,22,3d6(5D)6p,4P°,L18349c137
,,5/2,107 655.585,0.004,,42,3d6(5D)6p,4D°,,22,3d6(5D)6p,6P°,L18349c137
,,1/2,107 750.540,0.004,,81,3d6(5D)6p,4D°,,9,3d6(5D)6p,4P°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6p,6F°,11/2,106 892.717,0.004,,72,3d6(5D)6p,6F°,,26,3d54s(5F)4p,6F°,L18349c137
,,9/2,107 217.854,0.004,,81,3d6(5D)6p,6F°,,6,3d6(5D)6p,6D°,L18349c137
,,7/2,107 529.849,0.004,,53,3d6(5D)6p,6F°,,11,3d5(2F1)4s(3F)4p,4G°,L18349c137
,,5/2,107 572.279,0.004,,69,3d6(5D)6p,6F°,,14,3d6(5D)6p,6P°,L18349c137
,,3/2,107 605.127,0.004,,75,3d6(5D)6p,6F°,,4,3d6(5D)6p,4F°,L18349c137
,,1/2,107 723.200,0.004,,93,3d6(5D)6p,6F°,,3,3d54s(5F)4p,6F°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)4d,2G,7/2,106 900.373,0.004,,20,3d6(3G)4d,4F,,20,3d6(3F2)4d,2G,"L18349,L18361c138"
,,9/2,106 924.441,0.004,,23,,,,12,3d6(3G)4d,4F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2D3)4s4p(3P°),4D°,5/2,107 017.932,0.004,,27,3d5(2F1)4s(3F)4p,4G°,,9,3d6(5D)6p,4F°,L18349c137
,,7/2,107 038.375,0.004,,33,3d6(5D)6p,4D°,,18,3d5(2D3)4s(3D)4p,4D°,L18349c137
,,1/2,107 454.552,0.004,,38,3d5(2D3)4s(3D)4p,4D°,,16,3d6(5D)6p,6D°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6p,4P°,5/2,107 163.871,0.004,,23,3d5(2F1)4s(3F)4p,4G°,,22,3d6(5D)6p,4D°,L18349c137
,,3/2,107 947.255,0.004,,32,3d6(5D)6p,6P°,,15,3d54s(5F)4p,6D°,L18349c137
,,1/2,108 086.672,0.004,,52,3d6(5D)6p,4P°,,26,3d54s(5F)4p,6D°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6p,6P°,7/2,107 197.107,0.004,,64,3d6(5D)6p,6P°,,11,3d6(5D)6p,6D°,L18349c137
